web-scraper-order,web-scraper-start-url,ASIN,ASIN-href,price,Product Description,Description,Product Details,Product Details-ASIN
"1692632894-345","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_5","POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black","https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1692632765&sprefix=ba%2Caps%2C283&sr=8-8","1,399","Backpack","Care Instructions: Hand Wash Only","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 18 x 31 x 52 cm; 610 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 16 August 2021                                                 ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B09CQ5T3LN            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 Backpack            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 610 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 18 x 31 x 52 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1 Count"",""Product Details-ASIN"":null}]",""
"1692632898-346","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_5","Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment","https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1692632765&sprefix=ba%2Caps%2C283&sr=8-7","849","","Large sized black and grey colour trekking rucksack for men and women for travel use as well as for trendy college and school students. Huge compartment size that can fit upto several pairs of clothes with ease with separate pocket for shoesMultiple pockets for other accessories and water bottle<br>","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 35 x 25 x 65 cm; 700 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 24 September 2019                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Fur Jaden                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B07YDGQQN5            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 BM110_BlackGrey            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028            Packer\n                                    ‏\n                                        :\n                                    ‎\n                                 Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 700 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 35 x 25 x 65 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1 count            Included Components\n                                    ‏\n                                        :\n                                    ‎\n                                 1 Rucksack            Generic Name\n                                    ‏\n                                        :\n                                    ‎\n                                 Rucksack"",""Product Details-ASIN"":null}]",""
"1692632903-347","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_5","TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND)","https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1692632765&sprefix=ba%2Caps%2C283&sr=8-6","599","","Care Instructions: Hand Wash Only","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 5 x 13 x 17 cm; 680 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 15 January 2022                                                 ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B09QJ7ZF2Y            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 LEGEND-1            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 680 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 50 x 130 x 170 Millimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1 Count"",""Product Details-ASIN"":null}]",""
"1692632907-348","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_5","FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls","https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1692632765&sprefix=ba%2Caps%2C283&sr=8-5","679","Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.","Care Instructions: Wipe with Damp Cloth","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 30 x 18 x 42 cm; 600 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 17 March 2022                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 FUR JADEN                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B09VTDMRY7            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 BM83            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002            Packer\n                                    ‏\n                                        :\n                                    ‎\n                                 Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 600 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 30 x 18 x 42 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1.00 Unit            Generic Name\n                                    ‏\n                                        :\n                                    ‎\n                                 Anti Theft Laptop Backpack"",""Product Details-ASIN"":null}]",""
"1692632911-349","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_5","American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK)","https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1692632765&sprefix=ba%2Caps%2C283&sr=8-4","1,199","","Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No","[]",""
"1692632915-350","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_5","Skybags Brat Black 46 Cms Casual Backpack","https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1692632765&sprefix=ba%2Caps%2C283&sr=8-3","649","Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack","Care Instructions: Hand Wash Only","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 10.01 x 19.99 x 11.99 cm; 358 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 15 March 2021                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 VIP Industries Ltd                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B08Z1HHHTD            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 Bangladesh            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 VIP Industries Ltd            Packer\n                                    ‏\n                                        :\n                                    ‎\n                                 VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India            Importer\n                                    ‏\n                                        :\n                                    ‎\n                                 VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 358 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 10 x 20 x 12 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1 count            Generic Name\n                                    ‏\n                                        :\n                                    ‎\n                                 Backpack"",""Product Details-ASIN"":null}]",""
"1692632936-351","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_5","uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTg1Njk5MjU4NzM0MjY2OjE2OTI2MzI3NjU6c3BfYXRmOjIwMDYzNzg0NDU4Mzk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692632765%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1","1,600","","Care Instructions: Hand Wash Only","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 28.2 x 14.1 x 42.2 cm; 502 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 11 July 2022                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Acefour Accessories Pvt. Ltd.                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B0B69M182Q            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 2300EBP1GRN            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 502 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 28.2 x 14.1 x 42.2 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1.00 count"",""Product Details-ASIN"":null}]",""
"1692632957-352","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_5","uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTg1Njk5MjU4NzM0MjY2OjE2OTI2MzI3NjU6c3BfYXRmOjIwMDY1NTMzNjg0Njk4OjowOjo&url=%2FUppercase-Medium-Size-Backpack-_Blue%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692632765%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1","1,700","","Care Instructions: Wipe with Damp Cloth","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 16.2 x 30.5 x 46 cm; 0.55 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 29 July 2022                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Acefour Accessories Pvt. Ltd.                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B0B81YTTWS            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 2500EBP1BLU            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 0.55 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 16.2 x 30.5 x 46 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1.00 count"",""Product Details-ASIN"":null}]",""
"1692632981-353","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_4","Half Moon Curiosity 35L Water Resistant 15.6"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Slim Durable Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTg4MTM0NTQ5NjExNjU2OjE2OTI2MzI5NjA6c3BfYnRmOjIwMTQ1OTk1NzYyMTk4OjowOjo&url=%2FHalf-Moon-Curiosity-Backpack-Resistant%2Fdp%2FB09S3ZK3N1%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692632960%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","849","","Care Instructions: Hand Wash Only","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 48 x 34 x 23 cm; 670 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 9 February 2022                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Half_Moon(Amazing Bags)                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B09S3ZK3N1            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 Curiosity            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Half_Moon(Amazing Bags)            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 670 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 48 x 34 x 23 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 4             Generic Name\n                                    ‏\n                                        :\n                                    ‎\n                                 Laptop bag for menं"",""Product Details-ASIN"":null}]",""
"1692633002-354","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_4","uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTg4MTM0NTQ5NjExNjU2OjE2OTI2MzI5NjA6c3BfYnRmOjIwMTI1ODk5OTIwNjk4OjowOjo&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692632960%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","1,800","","Care Instructions: Wipe with Damp Cloth","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 13.5 x 31 x 44 cm; 540 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 23 February 2023                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Acefour Accessories Pvt. Ltd.                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B0BWNBQXDZ            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 2700EBP2BLU            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800            Packer\n                                    ‏\n                                        :\n                                    ‎\n                                 Acefour Accessories Pvt. Ltd.            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 540 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 13.5 x 31 x 44 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1.00 count"",""Product Details-ASIN"":null}]",""
"1692633006-355","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_4","ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs","https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1692632960&sprefix=ba%2Caps%2C283&sr=8-20","499","","Care Instructions: Wipe with Damp Cloth","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 32 x 20 x 47 cm; 530 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 1 March 2022                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 ADISA                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B09TPX22NF            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 BP041            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Men            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com            Packer\n                                    ‏\n                                        :\n                                    ‎\n                                 ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 530 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 32 x 20 x 47 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1.00 count            Included Components\n                                    ‏\n                                        :\n                                    ‎\n                                 Laptop backpack only            Generic Name\n                                    ‏\n                                        :\n                                    ‎\n                                 Laptop backpack"",""Product Details-ASIN"":null}]",""
"1692633011-356","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_4","Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips","https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1692632960&sprefix=ba%2Caps%2C283&sr=8-19","649","","Care Instructions: Hand Wash Only","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 21 x 33 x 48 cm; 600 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 28 February 2020                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Amazing Bags                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B085MHDJ93            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 bag for men            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex Adult and Child            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Amazing Bags, Half_Moon, New Delhi            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 600 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 21 x 33 x 48 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1 Count            Generic Name\n                                    ‏\n                                        :\n                                    ‎\n                                 Laptop bag"",""Product Details-ASIN"":null}]",""
"1692633016-357","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_4","Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)","https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1692632960&sprefix=ba%2Caps%2C283&sr=8-18","398","","Made of multi-coated 600D polyester Material ; Water Repellent","[]",""
"1692633021-358","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_4","American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1692632960&sprefix=ba%2Caps%2C283&sr=8-17","1,399","A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self","Care Instructions: Hand Wash Only","[{""Product Details"":""Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 20 x 32.5 x 47.5 cm; 510 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 30 January 2023                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 EXPERTS                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B0BTD4FK9G            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 LT9 (0) 01 002            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 China            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Mens            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 EXPERTS, China            Packer\n                                    ‏\n                                        :\n                                    ‎\n                                 China            Importer\n                                    ‏\n                                        :\n                                    ‎\n                                 Importer Name ltd., Street No. 24/4, New Delhi, India - 110011, Contact: +91-111-000-2400, service@importer.com            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 510 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 20 x 32.5 x 47.5 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1 Count            Generic Name\n                                    ‏\n                                        :\n                                    ‎\n                                 BACKPACK"",""Product Details-ASIN"":null}]",""
"1692633026-359","https://www.amazon.in/s?k=bags&crid=2M096C61O4MLT&qid=1653308124&sprefix=ba%2Caps%2C283&ref=sr_pg_4","Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack","https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1692632960&sprefix=ba%2Caps%2C283&sr=8-16","2,099","","Care Instructions: Hand Wash Only","[{""Product Details"":""Is Discontinued By Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 No            Product Dimensions\n                                    ‏\n                                        :\n                                    ‎\n                                 27 x 32 x 53 cm; 490 Grams            Date First Available\n                                    ‏\n                                        :\n                                    ‎\n                                 5 April 2018                                    Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Safari Industries (India) Ltd                         ASIN\n                                    ‏\n                                        :\n                                    ‎\n                                 B07BZ5VC4H            Item model number\n                                    ‏\n                                        :\n                                    ‎\n                                 SEEK 45L 21 OB BLK            Country of Origin\n                                    ‏\n                                        :\n                                    ‎\n                                 India            Department\n                                    ‏\n                                        :\n                                    ‎\n                                 Unisex-adult            Manufacturer\n                                    ‏\n                                        :\n                                    ‎\n                                 Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838            Packer\n                                    ‏\n                                        :\n                                    ‎\n                                 Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838            Importer\n                                    ‏\n                                        :\n                                    ‎\n                                 Imported and Marketed by Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838            Item Weight\n                                    ‏\n                                        :\n                                    ‎\n                                 490 g            Item Dimensions LxWxH\n                                    ‏\n                                        :\n                                    ‎\n                                 27 x 32 x 53 Centimeters            Net Quantity\n                                    ‏\n                                        :\n                                    ‎\n                                 1 Count            Included Components\n                                    ‏\n                                        :\n                                    ‎\n                                 Safari 45.792 Ltrs Black Casual Backpack (Seek 45L 21 OB BLK)            Generic Name\n                                    ‏\n                                        :\n                                    ‎\n                                 Backpack"",""Product Details-ASIN"":null}]",""
